C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_41_866.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_41_866.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_41_866.jpg, 0, 0, 0, 8.042521E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_41_969.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_41_969.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_41_969.jpg, 0, 0, 0, 8.093142E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_069.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_069.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_069.jpg, 0, 0, 0, 8.053227E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_169.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_169.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_169.jpg, 0, 0, 0, 8.00011E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_269.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_269.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_269.jpg, 0, 0, 0, 8.31879E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_370.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_370.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_370.jpg, 0, 0, 0, 7.994071E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_471.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_471.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_471.jpg, 0, 0, 0, 8.001759E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_572.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_572.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_572.jpg, 0, 0, 0, 8.0395E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_674.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_674.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_674.jpg, 0, 0, 0, 8.268583E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_774.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_774.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_774.jpg, 0, 0, 0, 8.059065E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_875.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_875.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_875.jpg, 0, 0, 0, 8.06613E-05
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_42_976.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_42_976.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_42_976.jpg, 0, 0.1591862, 0, 0.07341994
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_076.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_076.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_076.jpg, 0, 0.4701325, 0, 0.4619317
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_178.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_178.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_178.jpg, 0, 0.761741, 0, 1.227729
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_281.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_281.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_281.jpg, 0, 1, 0, 2.30467
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_382.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_382.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_382.jpg, 0, 1, 0, 3.468926
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_483.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_483.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_483.jpg, 0, 1, 0, 4.640701
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_584.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_584.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_584.jpg, -0.1451806, 1, 0, 6.026957
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_686.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_686.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_686.jpg, -0.2992755, 1, 0, 7.145647
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_788.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_788.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_788.jpg, 0, 1, 0, 8.278321
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_891.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_891.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_891.jpg, 0, 1, 0, 9.399873
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_43_992.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_43_992.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_43_992.jpg, 0, 1, 0, 10.51298
C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\center_2020_11_30_12_20_44_093.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\left_2020_11_30_12_20_44_093.jpg, C:\Users\jjm69f\Desktop\ADAS-Kurs\simulator-windows-64\collected_data\IMG\right_2020_11_30_12_20_44_093.jpg, 0, 1, 0, 11.71355
